Country,Australasia,Malaya,Newfoundland,North Yemen,Unified Team,United Arab Republic,Yugoslavia,West Indies Federation,West Germany,Argentina,Antigua and Barbuda,Armenia,Andorra,Bahrain,Angola,Algeria,Bahamas,Austria,Azerbaijan,Macedonia,Malawi,Nicaragua,Madagascar,Marshall Islands,Mauritania,San Marino,Sudan,Swaziland,Sweden,United Arab Emirates,Turkey,Turkmenistan,Tuvalu,Vietnam,Uganda,Ukraine,Zimbabwe,Yemen,Zambia,Uzbekistan,South Vietnam,Uruguay,Soviet Union,South Yemen,Serbia and Montenegro,Saar,Sao Tome and Principe,Romania,Suriname,Australia,American Samoa,Tunisia,Venezuela,Afghanistan,Vanuatu,Aruba,Switzerland,Kuwait,Trinidad and Tobago,Tonga,United States,Timor Leste,Rhodesia,Tanzania,Tajikistan,Solomon Islands,Somalia,South Africa,Syria,Slovakia,Sierra Leone,Singapore,South Korea,Spain,Serbia,Seychelles,North Borneo,Senegal,Thailand,Sri Lanka,Saint Vincent and the Grenadines,Netherlands Antilles,Saint Kitts and Nevis,Saint Lucia,Bulgaria,Gabon,Togo,Saudi Arabia,Samoa,Slovenia,Poland,Portugal,Russia,Nauru,Peru,Philippines,Palestine,Pakistan,North Korea,Rwanda,Papua New Guinea,Panama,Norway,Palau,Paraguay,Qatar,Morocco,Puerto Rico,Mozambique,Niger,Albania,Namibia,Montenegro,Myanmar,New Zealand,Nigeria,Nepal,Oman,Individual Olympic Athletes,Netherlands,Malta,Monaco,Moldova,Mongolia,Mali,Mauritius,Maldives,Malaysia,Mexico,Iraq,Lebanon,Lesotho,Italy,Liechtenstein,Jamaica,Libya,Kenya,Latvia,Liberia,Laos,Kazakhstan,Jordan,Hong Kong,Indonesia,Lithuania,Luxembourg,Honduras,Haiti,Iceland,Guyana,Guatemala,Kyrgyzstan,Iran,Japan,Kiribati,East Germany,Ireland,India,Israel,Hungary,Guam,Guinea,Czechoslovakia,Grenada,Guinea Bissau,Crete,Greece,Germany,Great Britain,Ghana,Georgia,Gambia,France,Ethiopia,Fiji,Ecuador,Finland,Egypt,Equatorial Guinea,Estonia,El Salvador,Cyprus,Denmark,Czech Republic,Djibouti,Eritrea,Cote d'Ivoire,Cuba,Dominica,Croatia,Cook Islands,Costa Rica,Federated States of Micronesia,Bohemia,Chile,Comoros,Congo Kinshasa,China,Chinese Taipei,Congo Brazzaville,Dominican Republic,Chad,Colombia,Cayman Islands,Central African Republic,Canada,Cambodia,Cape Verde,Cameroon,Burkina Faso,Burundi,British Virgin Islands,Brazil,Brunei,Bolivia,Botswana,Bermuda,Bosnia and Herzegovina,Barbados,Belize,Belgium,Benin,Belarus,Bhutan,Bangladesh,
Total Medals,,,,,,,8,,39, , ,, ,,,, ,1,,,, ,,,, ,,,5,, ,,,,,,,,,,, ,125,,,,,27, ,5,, ,1,,,,4, ,1,,94,,,,,,,,,,, ,6,2,,,, ,1,,, ,,,22,,, ,,,26,2,,, , ,,1,2,, , ,2,, ,, ,1,,,,,,,4,, ,,,5,, ,,1,,,, ,2,, ,,13, ,2,,,,,,,, , ,, , , , ,, ,,2,25,,90, , , ,22,,,8,,,, ,,13,,,,9,, , ,6, ,,,,,3,,,, ,13,,,, ,,, ,,,,,, ,, , ,,11,,, ,,,,2,, ,,1,, , ,6,,,,,
y1972
Population,,,,,,,,,,24782950,,,,,,15377095,177844,7544201,,,4859569,2549779,6952383,,,19396,10918137,472337,8122300,,36475356,,,,9988321,,,,4484141,,,2821437,,,,,,20657957,371318,13177000,,5294325,76000,11716896,,,6260956,866747,968742,,209896000,,,14506496,,,3490295,,6828765,,,2152400,33505406,34502705,,,,4485342,39061999,12861000,,,,,8576200,613129,2247575,6382106,,,33055650,8630430,,,14072476,37925400,,61341255,15214615,,,1607835,3933004,,2596741,,16740525,2817256,,4753054,2243126,,,28517289,2903900,58829319,12487785,,,13328593,302450,24052,,1356669,6147459,,,11460080,55480125,,2416743,1075281,54381345,22153,1925162,,12083165,,1497356,,,,4123600,121059511,,346600,,4876558,209137,712188,5737720,,30073845,107188000,,,3036850,579800632,3148000,10398489,,,,,,,8888628,,56086065,9083575,,,52959228,30135007,542811,6428707,4639657,36302154,,,3862132,,4991596,,,,5747633,9025299,,,,1947048,,,9916558,,,,,1419305,4759935,3816299,23146803,,,21993631,7331162,,7134374,5825171,,,100844391,,4698090,,54200,,241441,127148,9711115,3039300,,,,
GDP,,,,,,,,,,34733000536.2862,,,,,,6761786485.49438,590900000,22006470861.3608,,,406084197.385471,878570045.450998,1341590681.586,,, ,2483055722.23738,146740389.875794,48263914958.8443,,20431095406.3604,,,,1490970306.72707,,,,1872416680.07912,,,2189418001.37898,,,,,, ,287600000,51928738317.757,,2237570218.83122,307100000,1595555475.91111,,, ,4450537865.64354,1083392306.87854,,1282449000000,,, ,,, ,,3059682162.06566,,,2719900395.9732,11367558349.6653,58971806626.9739,,,,1280328105.48844,8177872957.58962,2553936348.40871,,,,, ,430508357.723916,335677600.316013,9664157498.5524,,, ,11240223128.2431,,,8945736419.97684,8017418383.19013,,9309109507.23606, ,,,1260000000,17358610849.701,,697291727.777778,,5074117544.77482,6328900000,,742779659.455167, ,,, ,9567206368.49781,12274416017.7976,1024098804.93827,,,54008338917.8797,295106775.012466,402460333.237637,, ,486617279.362262,,,5043268360.4115,45178119326.7936,, ,80915831.9240276,144833642098.274,124940289.356533,1875146615.31261,,2107279157.38336,,368098000,,,,5710107420.14394,11605084559.759,,1988356062.68903,, ,846506911.398142,285380965.340976,2101300000,,17153463263.1086,312738030290.016,,,6325159323.36743,72716595884.3124,7173788440.84276, ,,,,,,,16885506818.1818,,169965034965.035,2112293279.98507,,,204283485045.514, ,316650508.967523,3185987234.84089,14754136507.0261,8763960703.20579,,,1263720000,,22966364108.6153,,,,1849400398.25228,8135150888.7723,,,,1238251652.83899,,,11532517864.1275,,,,,410669262.897929,1987300000,585427545.723598,8671371951.2195,,,112910634407.516,505549460.316938,,1430951432.46712,578595520.928003,,,58539008786.3684,,1257615644.97932,,235400000,, ,66062499.015592,37408626615.3423,410331856.237969,,,,
Participants,,,,,,,126,,424,92,,,,,,5,20,111,,,16,8,11,,,7,26,2,131,,43,,,,33,,,,11,,2,13,371,,,,,159,2,168,,35,23,8,,,151,4,19,,400,,,15,,,3,,5,,,7,42,123,,,,38,33,4,,2,,,130,1,7,10,,,290,29,,,20,53,,25,37,,,7,112,,3,,35,53,,4,5,,,18,89,25,2,,,119,5,5,,39,3,,,45,174,,19,1,224,6,33,,57,,5,,,,10,6,,11,,7,25,3,8,,48,184,,297,59,41,14,232,,,181,,,,60,,284,35,,,227,31,2,2,96,23,,,11,,126,,,,11,137,,,,3,,,11,,,,21,6,5,4,59,,,208,9,,11,1,,,81,,11,,9,,13,1,88,3,,,,
Sports,,,,,,,15,,23,12,,,,,,2,4,15,,,3,3,2,,,2,4,2,18,,8,,,,3,,,,2,,1,5,22,,,,,16,2,20,,5,4,1,,,17,2,4,,21,,,2,,,1,,3,,,3,8,17,,,,5,7,2,,2,,,15,1,3,1,,,22,8,,,7,11,,5,10,,,4,15,,2,,5,10,,1,2,,,4,14,2,1,,,16,2,2,,7,2,,,6,20,,9,1,19,4,6,,4,,1,,,,5,5,,5,,1,4,2,3,,7,21,,18,12,7,7,20,,,17,,,,9,,18,3,,,18,3,1,2,16,5,,,2,,17,,,,2,14,,,,3,,,5,,,,10,1,3,2,8,,,18,3,,3,1,,,13,,3,,3,,4,1,14,2,,,,
Men,,,,,,,113,,341,88,,,,,,5,19,97,,,13,7,11,,,7,26,2,104,,42,,,,31,,,,8,,2,10,298,,,,,132,2,139,,35,20,8,,,122,4,18,,316,,,15,,,3,,4,,,5,32,118,,,,38,33,4,,2,,,106,1,7,10,,,252,29,,,17,48,,25,23,,,7,101,,3,,33,53,,4,4,,,18,82,20,2,,,90,5,5,,37,3,,,42,152,,17,1,197,6,21,,55,,5,,,,10,3,,10,,6,24,3,8,,48,148,,231,51,40,12,187,,,145,,,,58,,210,33,,,197,31,2,2,89,23,,,11,,114,,,,11,109,,,,3,,,9,,,,15,6,5,4,55,,,157,8,,11,1,,,78,,11,,9,,8,1,82,3,,,,
Women,,,,,,,13,,83,4,,,,,,0,1,14,,,3,1,0,,,0,0,0,27,,1,,,,2,,,,3,,0,3,73,,,,,27,0,29,,0,3,0,,,29,0,1,,84,,,0,,,0,,1,,,2,10,5,,,,0,0,0,,0,,,24,0,0,0,,,38,0,,,3,5,,0,14,,,0,11,,0,,2,0,,0,1,,,0,7,5,0,,,29,0,0,,2,0,,,3,22,,2,0,27,0,12,,2,,0,,,,0,3,,1,,1,1,0,0,,0,36,,66,8,1,2,45,,,36,,,,2,,74,2,,,30,0,0,0,7,0,,,0,,12,,,,0,28,,,,0,,,2,,,,6,0,0,0,4,,,50,1,,0,0,,,3,,0,,0,,5,0,6,0,,,,
Gold,,,,,,,2,,13, ,,,,,, , , ,,, , , ,,, , , ,4,, ,,,,1,,,, ,, , ,50,,,,,3, ,8,, , , ,,, , , ,,33,,, ,,, ,, ,,, , , ,,,, , , ,, ,,,6, , , ,,,7, ,,, , ,, ,1,,, ,2,, ,, , ,, , ,,, ,1, , ,,,3, , ,, , ,,, , ,, , ,5, , ,,2,, ,,,, , ,, ,, , , , ,, ,13,,20, , , ,6,,,2,,,, ,,4, ,,,2, , , ,3, ,,, ,,1,,,, ,3,,,, ,,, ,,,, , , , , ,,, , ,, , ,,, ,, ,, ,, , , , ,,,,
Silver,,,,,,,1,,11,1,,,,,, , ,1,,, , , ,,, , , ,6,,1,,,,1,,,, ,, , ,27,,,,,6, ,7,,1, , ,,,3, , ,,31,,, ,,, ,, ,,, ,1, ,,,, , , ,, ,,,10, , , ,,,5, ,,, , ,,1,1,,, ,1,, ,, , ,, , ,,, ,1, , ,,,1, , ,,1, ,,, ,1,,1, ,3, , ,,3,, ,,,, , ,, ,, , , , ,,2,8,,23, , , ,13,,,4,,,,2,,5, ,,,4, , , ,1, ,,, ,, ,,,, ,1,,,, ,,, ,,,, , , , ,1,,,2, ,, , ,,, ,, ,, ,, , ,2, ,,,,
Bronze,,,,,,,2,,16, ,,,,,, , ,2,,, , , ,,, , , ,6,, ,,,, ,,,, ,, , ,22,,,,,7, ,2,, , , ,,, , , ,,30,,, ,,, ,, ,,, , ,1,,,, , , ,, ,,,5, , , ,,,9, ,,, , ,, ,3,,, ,1,, ,, , ,,1, ,,, ,1,1, ,,,1, , ,, , ,,, , ,, , ,10, ,1,,4,, ,,,, , ,, ,, , , , ,,1,8,,23, ,1, ,16,,,2,,,, ,,9,1,,,7,2, , ,4, ,,, ,, ,,,, ,4,,,, ,,, ,,,, , , , ,2,,,3, ,, , ,,,2,, ,, ,, , , , ,,,,
Total Medals,,,,,,,5,,40,1,,,,,, , ,3,,, , , ,,, , , ,16,,1,,,,2,,,, ,, , ,99,,,,,16, ,17,,1, , ,,,3, , ,,94,,, ,,, ,, ,,, ,1,1,,,, , , ,, ,,,21, , , ,,,21, ,,, , ,,1,5,,, ,4,, ,, , ,,1, ,,, ,3,1, ,,,5, , ,,1, ,,, ,1,,1, ,18, ,1,,9,, ,,,, , ,, ,, , , , ,,3,29,,66, ,1, ,35,,,8,,,,2,,18,1,,,13,2, , ,8, ,,, ,,1,,,, ,8,,,, ,,, ,,,, , , , ,3,,,5, ,, , ,,,2,, ,, ,, , ,2, ,,,,
y1968
Population,,,,,,,,,,23261273,,,,,,13744383,158629,7415403,,,,2256779,6232704,,,18587,9598196,,7912273,,33196289,,,,8872866,,,,3916928,,,2774771,,,,,,19799831,359735,12009000,,4933131,54600,10599790,,,6067714,639170,931466,,200706000,,,12787494,,,,,5963248,,2435197,2012000,30838302,33113134,,,,3975614,34790945,11992000,,,,,8369603,,,,,,32294655,8836650,,,12629333,33797041,,55045897,,,,1434660,3816486,,2350900,,15335173,2662064,,4258415,,,,25853248,2748100,53640547,,,,12729721,307900,23296,,1207108,5780834,,,10375877,48893607,9260685,2210965,,53235750,20235,1823706,1941056,10502250,,,,,,3802700,108821565,,335850,2552200,,201488,680068,5131461,,27032944,101061000,,,2915550,530274729,2803000,10255815,,4094528,,,,,8740765,,55211700,8221021,,,51276054,26945459,498887,5730908,4626469,33252275,,,3477702,,4864883,,,,4794399,8413329,,,,1746870,,,9187592,,18913177,,,,4250026,3500778,20905061,,1755260,20744000,,,6437157,,,,91213009,,4324066,,53000,,237199,116061,9618756,,,,,
GDP,,,,,,,,,,26436857247.4982,,,,,,3852147120.94702,444901969.103758,12440625312.8685,,,,692859984.612158,1031669636.36062,,, ,1677771400.56798,,29143383490.5896,,17500000000,,,,1037379286.07101,,,,1573739371.13375,,,1593675330.16467,,,,,, ,220600000,32641953186.2471,,1214666666.66667,173800000,1373333367.46667,,,18942729779.1,2662798825.50768,758899950,,942500000000,,, ,,,,,1753746369.66049,,329860091.944037,1425020122.31295,5955336766.31122,31475548481.4095,,,,1034293671.33984,6081009422.09596,1801176470.58824,,,,, ,,,,,, ,6354262628.33537,,,5583979280.16656,7591602924.47986,,8090088412.65284,,,,861400000,10159934136.7838,,477012512.698413,,3271415867.99723,3941700000,,641214226.839012,,,, ,5180597620.64135,5200895982.08036,,,,27817605743.2503, , ,, ,343771973.331357,,,3330371626.66037,29363632833.6558,2896947633.71605, ,,87942231678.3505, ,1083839095.57418, ,1353295457.51798,,,,,,2716964388.42418,7467363478.72631,,1066447130.82052,646800000,,474399471.622359,229750000,1610500000,,8623172959.89803,146601072685.511,,,3278584478.33023,54016411986.6667,3959154191.74836, ,, ,,,,,9915140546.35072,,104702736248.084,1666909517.65205,,,129847107787.883, ,166952937.135005,2582180794.1855,8823033880.32993,6109112149.53271,,,1009760100,,13196541952,,,,1281281277.98148, ,,,,773841494.339623,,,7074820185.61307,,3909780525.37375,,,,1079100000,453980096.654412,5918467519.18157,,191767441.792847,70759031841.7237,,,1053076992.00054,,,,33875881876.3672,,908874537.037037,,150000000,, ,44910180.7948118,21376353113.475,,,,,
Participants,,,,,,,69,,275,89,,,,,,3,16,43,,,,11,4,,,4,5,,100,,29,,,,11,,,,7,,9,27,312,,,,,82,1,128,,7,23,5,,,85,2,19,,357,,,4,,,,,2,,3,4,54,122,,,,21,41,3,,5,,,112,,,,,,177,20,,,28,49,,15,,,,16,46,,1,,25,58,,2,,,,4,52,36,,,,107,1,2,,16,2,,,31,275,3,11,,167,2,25,1,39,,,,,,11,6,,5,6,,8,5,48,,14,171,,226,31,25,29,167,,15,121,,,,44,,225,31,,,200,18,1,15,66,30,,,60,,64,,,,10,115,,,,18,,,21,,5,,43,,18,3,43,,1,139,,,5,,,,76,,4,,6,,9,7,82,,,,,
Sports,,,,,,,11,,17,12,,,,,,2,3,12,,,,3,2,,,2,2,,13,,4,,,,2,,,,2,,5,8,18,,,,,9,1,16,,2,5,1,,,12,1,5,,18,,,2,,,,,1,,2,3,11,12,,,,2,6,3,,2,,,13,,,,,,16,6,,,8,10,,2,,,,3,11,,1,,4,10,,1,,,,2,8,3,,,,11,1,1,,4,2,,,4,20,3,6,,17,1,5,1,4,,,,,,3,2,,5,1,,3,4,8,,3,18,,18,7,5,4,15,,1,14,,,,7,,16,3,,,16,3,1,6,13,7,,,7,,11,,,,2,13,,,,6,,,4,,1,,8,,5,1,5,,1,14,,,2,,,,13,,3,,2,,5,4,13,,,,,
Men,,,,,,,59,,232,84,,,,,,3,16,35,,,,11,4,,,4,5,,86,,29,,,,11,,,,7,,7,21,246,,,,,66,1,104,,7,23,5,,,81,2,19,,274,,,4,,,,,2,,3,4,41,120,,,,21,41,3,,3,,,102,,,,,,140,19,,,16,45,,15,,,,16,38,,1,,25,54,,2,,,,4,47,31,,,,82,1,2,,12,2,,,31,233,3,11,,152,2,20,1,36,,,,,,11,6,,3,6,,6,5,47,,14,146,,186,25,25,26,135,,15,94,,,,44,,175,30,,,169,18,1,14,60,30,,,52,,60,,,,10,101,,,,17,,,19,,5,,35,,18,3,38,,1,111,,,5,,,,73,,4,,6,,9,7,77,,,,,
Women,,,,,,,10,,43,5,,,,,,0,0,8,,,,0,0,,,0,0,,14,,0,,,,0,,,,0,,2,6,66,,,,,16,0,24,,0,0,0,,,4,0,0,,83,,,0,,,,,0,,0,0,13,2,,,,0,0,0,,2,,,10,,,,,,37,1,,,12,4,,0,,,,0,8,,0,,0,4,,0,,,,0,5,5,,,,25,0,0,,4,0,,,0,42,0,0,,15,0,5,0,3,,,,,,0,0,,2,0,,2,0,1,,0,25,,40,6,0,3,32,,0,27,,,,0,,50,1,,,31,0,0,1,6,0,,,8,,4,,,,0,14,,,,1,,,2,,0,,8,,0,0,5,,0,28,,,0,,,,3,,0,,0,,0,0,5,,,,,
Gold,,,,,,,3,,5, ,,,,,, , , ,,,, , ,,, , ,,2,,2,,,, ,,,, ,, , ,29,,,,,4, ,5,,1,1, ,,, , , ,,45,,, ,,,,, ,, , , , ,,,, , , ,, ,,,2,,,,,,5, ,,, , ,,1,,,, ,1,, ,, , ,, ,,,, ,1, ,,,,3, , ,, , ,,, ,3, , ,,3, , , ,3,,,,,, , ,, , ,, , , ,,2,11,,9, , , ,10,, ,7,,,, ,,5, ,,,7,1, , ,1, ,,, ,,1,,,, , ,,,, ,,, ,, ,, ,, , , ,, ,1,,, ,,,, ,, ,, ,, , , ,,,,,
Silver,,,,,,,3,,11, ,,,,,, , ,2,,,, , ,,, , ,,1,, ,,,,1,,,, ,, , ,32,,,,,6, ,7,, , , ,,,1, , ,,28,,, ,,,,, ,, , ,1, ,,,, , , ,, ,,,4,,,,,,2, ,,, , ,, ,,,, ,1,, ,, , ,, ,,,, , , ,,,,3, , ,,1, ,,, ,3, , ,,4, ,1, ,4,,,,,, , ,, , ,, , , ,,1,7,,9, , , ,10,, ,2,,,, ,,5, ,,,3,1, , ,2, ,,, ,,4,,,, ,4,,,, ,,, ,, ,, ,, , , ,, ,3,,,1,,,,1,, ,, ,, , ,1,,,,,
Bronze,,,,,,,2,,10,2,,,,,, , ,2,,,, , ,,, , ,,1,, ,,,,1,,,, ,, , ,30,,,,,5, ,5,,1, , ,,,4, , ,,34,,, ,,,,, ,, , ,1, ,,,, , , ,, ,,,3,,,,,,11, ,,, , ,, ,,,, , ,, ,, , ,, ,,,, ,2, ,,,,1, , ,,3, ,,, ,3, , ,,9, , , ,2,,,,,, , ,, , ,, , , ,,2,7,,7, ,1, ,12,, ,4,,,,1,,3, ,,,5, , , ,1, ,,, ,,3,,,, , ,,,, ,,, ,, ,,1,, , , ,, ,1,,, ,,,,2,, ,, ,, , ,1,,,,,
Total Medals,,,,,,,8,,26,2,,,,,, , ,4,,,, , ,,, , ,,4,,2,,,,2,,,, ,, , ,91,,,,,15, ,17,,2,1, ,,,5, , ,,107,,, ,,,,, ,, , ,2, ,,,, , , ,, ,,,9,,,,,,18, ,,, , ,,1,,,, ,2,, ,, , ,, ,,,, ,3, ,,,,7, , ,,4, ,,, ,9, , ,,16, ,1, ,9,,,,,, , ,, , ,, , , ,,5,25,,25, ,1, ,32,, ,13,,,,1,,13, ,,,15,2, , ,4, ,,, ,,8,,,, ,4,,,, ,,, ,, ,,1,, , , ,, ,5,,,1,,,,3,, ,, ,, , ,2,,,,,
y1964
Population,,,,,,,,,,21953926,,,,,,12295973,133697,7223801,,,,,5625401,,,,,,7661354,,30292969,,,,7746181,,4279561,,3449266,,,2665387,,,,,,18919126,,11167000,,4530835,41300,9728645,,,5789228,,903272,,191889000,,,11339076,,,,,,,,,27984155,31609195,,,,3547939,30881332,10903000,,,,,8144340,,,,,,31139450,9035365,,,11281015,29962877,,49555472,,,,1276274,3694339,,,,13871988,2554066,,3811813,,,,23471163,2585400,49169819,10719988,,,12127120,,23237,,1074517,5503748,,,9287442,43264267,8122200,2041212,,51675350,18170,1734763,,9200158,,1224094,,,,3504600,,,327750,,,188983,635778,,,24308080,97826000,,,2866550,487690114,2475000,10119835,,,,,,,8510429,75318337,54000000,7513286,,,49449403,24396965,,,4548543,30094082,,,,,4722072,,,,4049675,7787149,,,,1537035,,,8423614,,,,,1126602,3757962,3247798,18581972,,,19325000,6329411,,5850454,,,,81751802,,3990855,,48900,,,,9378113,,,,,
GDP,,,,,,,,,,25605249381.7597,,,,,,2909340109.86137,266664053.749305,9169983885.71185,,,,,802482182.923768,,,,,,21137242560.8543,,11177777777.7778,,,,589247687.30035,,1217138000,,822639671.273187,,,1975701727.50862,,,,,, ,,23754059805.1294,, ,53800000,800000045.511111,,,14480556571.5476,,711897510.746459,,685800000000,,, ,,,,,,,,,3358134142.57618,21343844643.7341,,,,939145912.1767,3889130441.59129,1321840722.68908,,,,, ,,,,,, ,4235608177.67102,,,4241381118.54851,5271360642.23318,,5130407637.42946,,,,600800000,7159202706.48027,,,,2798345225.92842,2570500000,,582816396.216401,,,, ,7274144350.81809,5552931090.74441,496098775.308642,,,18699380731.3465,, ,, , ,,,2674406486.53313,20070134740.9317,2340521142.5371, ,,63175417019.0094, ,897948963.986548,,998759333.637333,,218929100,,,,2274710604.16573,,,903158753.943622,,,434267936.914583,194774510.467537,,,5379845647.70139,81749006381.5111,,,2766608945.87402,57470781032.781,3405333501.9495, ,,,,,,,6680298250.57961, ,93387598813.9269,1731296199.52296,,,94906593388.3107, ,,,7766655085.78588, ,,,,,9506678762.77765,,,,921063326.292797, ,,,,542578815.242781,,,5794309263.23584,,,,,185693724.845331,1025599900,392247517.601949,5992169466.66667,,,48882938810.2204,782857128.571429,,782384403.970361,,,,21211892259.9904,,812543072.505384,,107566650.637987,,,,15960106680.6732,,,,,
Participants,,,,,,,75,,,102,,,,,,1,11,56,,,,,3,,,,,,94,,23,,,,13,,29,,12,,16,23,317,,,,,138,,243,,9,16,8,,,66,,13,,346,,,4,,,,,,,,,154,51,,,,12,54,6,,4,,,63,,,,,,140,20,,,31,47,,41,,,,10,26,,,,20,32,,1,,,,11,64,18,6,,,125,,1,,21,2,,,61,94,13,5,,168,2,21,,37,,1,,,,39,,,12,,,4,1,,,62,328,,,25,53,10,182,,,104,,,,18,337,204,33,,,138,12,,,89,73,,,,,60,,,,9,27,,,,2,,,14,,,,40,2,1,2,20,,,115,13,,1,,,,61,,1,,4,,,,61,,,,,
Sports,,,,,,,9,,,14,,,,,,1,2,14,,,,,1,,,,,,13,,4,,,,2,,7,,5,,5,4,19,,,,,13,,19,,3,5,1,,,13,,4,,19,,,1,,,,,,,,,17,9,,,,1,8,4,,2,,,9,,,,,,12,7,,,5,10,,7,,,,5,6,,,,4,8,,1,,,,5,11,2,2,,,12,,1,,5,1,,,10,15,3,2,,18,1,4,,5,,1,,,,7,,,7,,,2,1,,,11,21,,,7,8,3,17,,,13,,,,4,19,17,3,,,14,3,,,13,9,,,,,10,,,,2,6,,,,1,,,6,,,,7,1,1,1,6,,,16,3,,1,,,,11,,1,,1,,,,13,,,,,
Men,,,,,,,72,,,96,,,,,,1,11,45,,,,,3,,,,,,76,,23,,,,11,,25,,11,,16,23,254,,,,,108,,203,,9,15,8,,,65,,13,,267,,,4,,,,,,,,,128,48,,,,12,47,6,,4,,,56,,,,,,115,19,,,30,40,,41,,,,6,24,,,,20,30,,1,,,,11,56,16,6,,,105,,1,,17,2,,,57,90,13,5,,157,2,17,,37,,1,,,,38,,,10,,,3,1,,,58,270,,,24,52,8,150,,,95,,,,18,275,160,30,,,118,12,,,84,73,,,,,53,,,,9,25,,,,2,,,14,,,,37,2,1,2,20,,,95,13,,1,,,,60,,1,,4,,,,60,,,,,
Women,,,,,,,3,,,6,,,,,,0,0,11,,,,,0,,,,,,18,,0,,,,2,,4,,1,,0,0,63,,,,,30,,40,,0,1,0,,,1,,0,,79,,,0,,,,,,,,,26,3,,,,0,7,0,,0,,,7,,,,,,25,1,,,1,7,,0,,,,4,2,,,,0,2,,0,,,,0,8,2,0,,,20,,0,,4,0,,,4,4,0,0,,11,0,4,,0,,0,,,,1,,,2,,,1,0,,,4,58,,,1,1,2,32,,,9,,,,0,62,44,3,,,20,0,,,5,0,,,,,7,,,,0,2,,,,0,,,0,,,,3,0,0,0,0,,,20,0,,0,,,,1,,0,,0,,,,1,,,,,
Gold,,,,,,,2,,, ,,,,,, ,1, ,,,,, ,,,,,,2,,2,,,, ,, ,, ,, , ,30,,,,,2,,6,, , , ,,,1,, ,,36,,, ,,,,,,,,, , ,,,, , , ,, ,,,3,,,,,,7, ,,, , ,, ,,,, , ,,,, , ,, ,,,, ,3, , ,,,2,, ,, , ,,, , , , ,,10, , ,, ,, ,,,, ,,, ,,, , ,,, ,16,,, ,1, ,10,,,5,,,, ,10,4, ,,,1,1,,,3, ,,,,,2,,,, , ,,,, ,,, ,,,, , , , , ,,,1, ,, ,,,, ,, ,, ,,,,2,,,,,
Silver,,,,,,,1,,,1,,,,,, , , ,,,,, ,,,,,,2,,3,,,, ,, ,, ,, , ,31,,,,,4,,2,,1, , ,,,2,,1,,26,,, ,,,,,,,,,2, ,,,, , , ,, ,,,5,,,,,,6, ,,, ,1,,1,,,, , ,,,, , ,, ,,,, , , , ,,,4,, ,, , ,,, , , , ,,10, , ,, ,, ,,,, ,,, ,,, , ,,, ,5,,, , , ,7,,,6,,,, ,22,12, ,,,8, ,,, , ,,,,,1,,,, ,1,,,, ,,, ,,,, , , , , ,,,2, ,, ,,,, ,, ,, ,,,, ,,,,,
Bronze,,,,,,,2,,, ,,,,,, , , ,,,,, ,,,,,,4,,1,,,, ,, ,, ,, ,1,35,,,,,6,,10,,1, , ,,,1,,2,,28,,, ,,,,,,,,,1, ,,,, , , ,, ,,,2,,,,,,10, ,,, , ,, ,,,, , ,,,, , ,, ,,,, ,2,1, ,,,4,, ,, , ,,, ,1, , ,,7, , ,,1,, ,,,, ,,, ,,, , ,,,2,8,,,1, , ,5,,,3,,,, ,18,2,1,,,6, ,,,2, ,,,,,3,,,, , ,,,, ,,, ,,,, , , , , ,,,1, ,, ,,,,1,, ,, ,,,,1,,,,,
Total Medals,,,,,,,5,,,1,,,,,, ,1, ,,,,, ,,,,,,8,,6,,,, ,, ,, ,, ,1,96,,,,,12,,18,,2, , ,,,4,,3,,90,,, ,,,,,,,,,3, ,,,, , , ,, ,,,10,,,,,,23, ,,, ,1,,1,,,, , ,,,, , ,, ,,,, ,5,1, ,,,10,, ,, , ,,, ,1, , ,,27, , ,,1,, ,,,, ,,, ,,, , ,,,2,29,,,1,1, ,22,,,14,,,, ,50,18,1,,,15,1,,,5, ,,,,,6,,,, ,1,,,, ,,, ,,,, , , , , ,,,4, ,, ,,,,1,, ,, ,,,,3,,,,,
y1960
Population,,,,,,,,,,20619075,,,,,,,109526,7047539,,,,,,,,15393,7527450,,7484656,,27553280,,,,6788211,,,,,,,2538651,,,,,,18406905,,10276477,,4220701,32000,8994793,,,5327827,,,,180671000,,,,,,,17396000,,,,1646400,25012374,30455000,,,,,27397178,9896000,,,,,7867374,,,,,,29637450,8857716,,,10061519,26273023,,44911810,,,,1132924,3581239,,,,12328534,2358000,,,,,,21486424,2371800,45211614,,,,11486631,326550,22454,,,,,,,38174114,7289759,1804927,,50199700,16504,,,8105440,,1120314,,,,3075605,87792512,,313970,,3866160,175574,564222,,,21906905,92500572,,,2828600,449661874,2114020,9983967,,,,,,,8331725,72814900,52400000,6652285,,,46814237,22151218,393383,,4429634,,,,,,4579603,,,,,7141129,,,,,,,7695692,,,,,,,,16480384,,,17909009,,,,,,,72493585,,,,44400,,,,9153489,,,,,
