Country,Australasia,Malaya,Newfoundland,North Yemen,Unified Team,United Arab Republic,Yugoslavia,West Indies Federation,West Germany,Argentina,Antigua and Barbuda,Armenia,Andorra,Bahrain,Angola,Algeria,Bahamas,Austria,Azerbaijan,Macedonia,Malawi,Nicaragua,Madagascar,Marshall Islands,Mauritania,San Marino,Sudan,Swaziland,Sweden,United Arab Emirates,Turkey,Turkmenistan,Tuvalu,Vietnam,Uganda,Ukraine,Zimbabwe,Yemen,Zambia,Uzbekistan,South Vietnam,Uruguay,Soviet Union,South Yemen,Serbia and Montenegro,Saar,Sao Tome and Principe,Romania,Suriname,Australia,American Samoa,Tunisia,Venezuela,Afghanistan,Vanuatu,Aruba,Switzerland,Kuwait,Trinidad and Tobago,Tonga,United States,Timor Leste,Rhodesia,Tanzania,Tajikistan,Solomon Islands,Somalia,South Africa,Syria,Slovakia,Sierra Leone,Singapore,South Korea,Spain,Serbia,Seychelles,North Borneo,Senegal,Thailand,Sri Lanka,Saint Vincent and the Grenadines,Netherlands Antilles,Saint Kitts and Nevis,Saint Lucia,Bulgaria,Gabon,Togo,Saudi Arabia,Samoa,Slovenia,Poland,Portugal,Russia,Nauru,Peru,Philippines,Palestine,Pakistan,North Korea,Rwanda,Papua New Guinea,Panama,Norway,Palau,Paraguay,Qatar,Morocco,Puerto Rico,Mozambique,Niger,Albania,Namibia,Montenegro,Myanmar,New Zealand,Nigeria,Nepal,Oman,Individual Olympic Athletes,Netherlands,Malta,Monaco,Moldova,Mongolia,Mali,Mauritius,Maldives,Malaysia,Mexico,Iraq,Lebanon,Lesotho,Italy,Liechtenstein,Jamaica,Libya,Kenya,Latvia,Liberia,Laos,Kazakhstan,Jordan,Hong Kong,Indonesia,Lithuania,Luxembourg,Honduras,Haiti,Iceland,Guyana,Guatemala,Kyrgyzstan,Iran,Japan,Kiribati,East Germany,Ireland,India,Israel,Hungary,Guam,Guinea,Czechoslovakia,Grenada,Guinea Bissau,Crete,Greece,Germany,Great Britain,Ghana,Georgia,Gambia,France,Ethiopia,Fiji,Ecuador,Finland,Egypt,Equatorial Guinea,Estonia,El Salvador,Cyprus,Denmark,Czech Republic,Djibouti,Eritrea,Cote d'Ivoire,Cuba,Dominica,Croatia,Cook Islands,Costa Rica,Federated States of Micronesia,Bohemia,Chile,Comoros,Congo Kinshasa,China,Chinese Taipei,Congo Brazzaville,Dominican Republic,Chad,Colombia,Cayman Islands,Central African Republic,Canada,Cambodia,Cape Verde,Cameroon,Burkina Faso,Burundi,British Virgin Islands,Brazil,Brunei,Bolivia,Botswana,Bermuda,Bosnia and Herzegovina,Barbados,Belize,Belgium,Benin,Belarus,Bhutan,Bangladesh,
Bronze,,,,,,,,,,4, ,6, , , ,1,1,2,4, , , , , , , , , ,1, ,3, , , , ,15, , , ,3,, ,,,,, ,3, ,17, , ,1,1, , ,4, , , ,36, ,, ,1, , , , ,1, , ,8,3,2, ,, , , , , , , ,3, ,1, , ,2,1, ,29, , , , , ,3, , , ,1, , , ,1, , , , , , , ,4,3, , ,,4, , ,1, , ,1, , ,1, , , ,10, ,2, ,4,1, , ,7, , ,3,3, , , , , , ,1,1,10, ,,2,2,1,2, , ,, , ,,2,15,15, ,3, ,18,2, , ,2,1, , , , ,3, , , , ,11, ,3, , , ,, , , ,28,4, , , ,1, , ,7, , , , , , ,8,, , , , , , , , ,9, , ,
Total Medals,,,,,,,,,,6, ,6, , , ,2,2,3,7, , , , , , , ,1, ,5, ,8, , ,1, ,27,4, , ,6,, ,,,,, ,8, ,46, ,1,1,1, , ,7, ,2, ,110, ,, ,2, , ,1, ,6, ,1,31,18,3, ,, ,4, , , , , ,5, ,1, , ,5,10,2,73, , , , , ,6, , ,1,9, , , ,2, , , , , , , ,9,4, , ,,16, , ,1,4, ,1, ,1,3, , , ,27, ,11, ,14,3, , ,13, , ,5,5, , , ,1, , ,2,2,25, ,,3,3,1,10, , ,, , ,,4,41,47, ,6, ,41,7, ,1,4,1, ,2, , ,7,6, , , ,24, ,5, , , ,,1, , ,100,4, ,2, ,2, , ,19, , ,1, , , ,15,, , , , , , ,2, ,18, , ,
y2004
Population,,,,,,,,,,38728778,81718,3025982,78337,807989,17295500,32817225,322539,8171966,8306500,2038444,12407618,5309703,17763367,,3064882,28891,31176209,1094775,8993531,3975945,66973561,4696876,,81436400,27114742,47451600,12867828,19931617,11725635,25864350,,3324096,,,,,149732,21451748,489312,20127400,59262,9932400,107950,23499850,204144,98742,7389625,2166344,1290535,100226,292805298,962634,,37935334,6666628,457841,8251054,46727694,17671913,5372280,4870467,4166664,48039415,42921895,,82500,,10967016,65404522,19435000,108563,,48424,163462,7781161,1347524,5428552,24055573,178794,1997012,38182222,10483861,144067054,,27273188,84596249,3236626,150267989,23639296,8828956,5940048,3260611,4591910,19805,5703742,732096,30093109,3826878,20523159,12996012,3026939,2002745,,49582751,4087500,136033321,25198130,2448194,,16281779,401268,33339,3603945,2496621,12474857,1221003,312000,25332026,108257822,26320530,3863271,1912042,57685327,34569,2634145,5703224,34437460,2263122,3184643,5658894,15012985,5290000,6783500,223268606,3377075,458095,6753352,9119182,292074,742162,12877711,5104700,69321953,127761000,90545,,4070262,1126419321,6809000,10107146,158194,9464771,,102657,1431816,,10955141,82516260,59987905,20840493,4245000,1394727,62704897,74506974,818355,13509645,5228172,73596068,606201,1362550,5925089,1015827,5404523,10197101,,4064958,17802516,11240680,70325,4439000,,4187039,106575,,15913119,603869,54314855,1296075000,,3412592,9102997,9710498,42724157,47299,3987896,31995000,13112334,468985,17667576,13028039,7661613,,186116363,355700,8967740,1835750,63740,3825872,273091,276085,10421137,7922796,9730000,634235,140843786,
GDP,,,,,,,,,,181873056796.968,898356148.148148,3576615240.41616,2916913449.18143,13150166755.3191,23552047248.4301,85324998959.3018,7094413000,299857238639.185,8680511918.49357,5682719260.0763,2625127097.80015,5795568204.64532,4363934494.37405,,1833444740.48262,1317357834.61634,21457470202.7839,2420645241.19141,381705425301.746,147824370319.946,392166275622.589,6838351088.46688,,49424107709.8946,7940362799.17997,64883060725.7003,5805598400,13873500887.5612,6221077674.77871,12030023547.8807,,13686329890.1191,,,,,105360801.940853,76216441462.1442,1484092538.40527,612695262483.995, ,31183139301.4853, ,5285461999.33739,364996869.129618,2228279329.60894,393541693928.428,59440108585.0017,13280203206.8582,236247362.548184,12274928000000,466000000,,12825801580.9281,2076148710.31813,375109694.300817, ,228593703990.959,25086930693.0693,57240535137.8197,1431208677.30352,114188557567.152,764880644710.649,1069555500372.49,,839319927.272727,,8031344381.09898,172895476152.592,20662525941.2986,521975121.111111,,501150888.888889,890757609.666667,26094622563.6468,7756293574.98077,1937074572.08687,258742133333.333,420320176.359437,34470229197.8077,253528543307.087,189187437298.237,591016690742.798,,66695121799.7539,91371239764.8818,4327268183.8465,97977766197.6724, ,2089188920.76561,3927114465.90565,14179300000,264357494659.388,175741581.217033,8033877360.41697,31734065934.0659,56948015336.0397,80322313000,6831808930.39816,3052898739.4678,7314865175.67485,6606858786.01174,, ,104072385478.992,87845403978.2742,7273933992.74544,24763589076.723,,650532654581.574,5643525281.93441,4110348444.49411,2598231467.43671,1992066758.85229,4982269745.41823,6385691315.22535,1202240024.40484,124749736842.105,770267585947.191,36627901762.063,20955223880.597,1234215384.85355,1799125905264.46,3454374269.99655,10150978154.5484,33122307692.3077,16095337093.8366,14359465331.0784,474700000,2366398119.8821,43151647002.6096,11407566733.5341,169099768875.193,256836883304.41,22649930576.2543,34343804320.8344,8772194250.27021,3537720277.49988,13704440838.4467,785918769.587635,23965275026.7413,2211535311.62834,183697185041.723,4655803055650.55,102220914.840418,,193911407996.027,721584805204.777,135418563141.455,103641111184.547, ,3666349049.42641,,599118592.592593,531109346.815739,,240521260988.329,2819245095604.67,2297889051629.44,8881368538.07671,5125273880.74998,578785278.7703,2124112242364.04,10131187261.4421,2727507212.92556,36591661000,196768065557.487,78845185293.4964,4410764338.66733,12059204968.9441,15798300000,17164625000,251242843551.268,118976023159.713,,1109054005.43971,16554441846.5192,38202800000,374771474.862779,41574530815.5047,,18596365926.995,239563300,,100630707851.787,368143118.68996,10297483481.3231,1941745602165.09,,4648628839.53457,22039210346.1297,4414929219.99649,117074865515.279, ,1270080250.65268,1018401229823.21,5337833255.95698,924318505.851547,15775357014.6254,4838551099.70985,915257323.3961,,669316239316.239,7872333215.00414,8773451738.91129,8957467706.5354,4484703000,10022840634.9206,3514500000,1057850000,370885274397.815,4521424807.22519,23141587717.7633,702682018.976169,65108544250.0425,
Participants,,,,,,,,,,152,5,18,6,10,30,61,22,74,36,10,4,5,8,,2,5,4,3,115,4,64,9,,11,11,239,12,3,6,69,,15,,,85,,2,108,4,470,3,54,48,5,2,4,98,11,19,5,533,2,,8,9,2,2,106,6,64,2,16,264,317,,9,,15,42,7,3,3,2,2,95,5,3,16,3,79,194,81,446,3,12,16,3,26,36,5,4,4,52,4,22,15,55,43,4,4,7,8,,2,148,70,6,2,,210,7,3,33,20,21,9,4,26,109,24,5,3,364,1,47,8,46,32,2,5,114,8,32,38,59,10,5,8,26,4,18,29,37,306,3,,46,73,36,209,4,3,,5,3,,426,441,264,26,32,2,308,26,8,16,53,97,2,42,7,20,92,142,,4,5,151,2,81,3,20,5,,22,3,4,384,88,5,33,1,53,5,4,263,4,3,17,5,7,1,243,1,7,11,10,9,10,2,50,4,151,2,4,
Sports,,,,,,,,,,22,2,8,4,4,5,10,3,18,10,5,2,3,5,,1,3,1,2,20,3,10,6,,8,4,23,4,3,3,14,,6,,,14,,1,16,2,33,2,14,15,4,1,3,19,3,4,4,31,1,,1,5,1,1,20,5,14,1,6,25,27,,7,,6,13,3,2,2,1,2,19,3,2,6,2,10,21,16,29,1,10,6,2,5,9,2,3,2,12,3,4,4,9,15,2,3,4,5,,2,18,10,4,2,,22,5,3,8,7,4,5,2,11,20,7,3,2,30,1,4,5,4,11,1,3,17,5,10,14,13,6,4,4,5,3,8,9,10,31,2,,9,14,14,20,3,3,,2,2,,33,29,24,2,10,1,27,2,6,7,12,17,1,10,6,7,16,20,,1,3,18,1,14,2,6,3,,11,2,2,31,14,4,9,1,15,2,3,28,2,3,5,3,2,1,26,1,5,2,6,8,5,1,14,2,22,1,3,
Men,,,,,,,,,,106,3,16,4,7,14,46,13,54,30,7,2,2,3,,1,4,3,2,62,4,44,6,,6,9,124,9,3,4,51,,13,,,78,,1,50,2,268,2,44,33,3,1,3,59,10,10,4,279,1,,6,5,1,1,66,5,48,1,6,145,177,,7,,6,24,4,2,3,1,1,49,3,2,16,2,56,132,64,244,2,7,12,2,24,13,3,2,3,35,2,20,15,47,32,2,3,5,7,,0,81,24,3,2,,134,4,2,26,13,19,6,2,18,59,23,3,1,229,1,22,6,22,22,1,3,71,4,14,22,47,6,3,7,21,2,11,22,36,139,2,,32,48,20,119,3,2,,3,1,,215,250,161,23,26,1,195,14,4,11,36,81,1,31,2,13,48,80,,3,2,97,1,66,2,17,3,,16,2,3,136,49,2,17,0,32,3,2,130,2,2,10,3,5,1,124,1,4,10,5,7,9,1,31,2,82,1,3,
Women,,,,,,,,,,46,2,2,2,3,16,15,9,20,6,3,2,3,5,,1,1,1,1,53,0,20,3,,5,2,115,3,0,2,18,,2,,,7,,1,58,2,202,1,10,15,2,1,1,39,1,9,1,254,1,,2,4,1,1,40,1,16,1,10,119,140,,2,,9,18,3,1,0,1,1,46,2,1,0,1,23,62,17,202,1,5,4,1,2,23,2,2,1,17,2,2,0,8,11,2,1,2,1,,2,67,46,3,0,,76,3,1,7,7,2,3,2,8,50,1,2,2,135,0,25,2,24,10,1,2,43,4,18,16,12,4,2,1,5,2,7,7,1,167,1,,14,25,16,90,1,1,,2,2,,211,191,103,3,6,1,113,12,4,5,17,16,1,11,5,7,44,62,,1,3,54,1,15,1,3,2,,6,1,1,248,39,3,16,1,21,2,2,133,2,1,7,2,2,0,119,0,3,1,5,2,1,1,19,2,69,1,1,
Gold,,,,,,,,,,2, , , , , , ,1,2,1, , , , ,, , , , ,4,1,3, ,, , ,8,1, , ,2,, ,,, ,, ,8, ,17, , , , , , ,1, , , ,36, ,, , , , ,1, ,2, , ,9,3,, ,, ,3, , , , , ,2, , , , , ,3, ,28, , , , , , , , , ,5, , , ,2, , , , , ,, ,3, , , ,,4, , , , , , , , , , , , ,10, ,2, ,1, , , ,1, , ,1,1, , , , , , , ,2,16, ,, , ,1,8, , ,, , ,,6,13,9, ,2, ,11,2, , , ,1, , , , ,2,1,, , ,9, ,1, , , ,,2, , ,32,2, ,1, , , , ,3, , ,1, , , ,5, , , , , , , ,1, ,2, , ,
Silver,,,,,,,,,, , , , , , , , ,4, , , , , ,, , , , ,2, ,3, ,, , ,5,1, , ,1,, ,,,2,, ,5, ,16, , , , , , ,1, , , ,39, ,, , , , ,3, ,2, , ,12,11,, ,, ,1, , , , , ,1, , , , ,1,2,2,26, , , , , ,4, , , , , ,1, ,1, , , , , ,, ,2, , , ,,9, , , , , , , , ,3, , , ,11, ,1, ,4,4, , ,4, ,1,1,2, , , , , , , ,2,9, ,, ,1, ,6, , ,, , ,,6,16,9, ,2, ,9,3, , ,2,1, ,1, , ,1,3,, , ,7, ,2, , , ,, , , ,17,2, , , , , , ,6, , , , , , ,2, , , , , , , , , ,5, , ,
Bronze,,,,,,,,,,4, , , , , , ,1,1,4, , , , ,, , , , ,1, ,5, ,, , ,9,1, , ,2,, ,,, ,, ,6, ,17, , ,2, , , ,3, ,1, ,26, ,, , , , ,2,1,2, , ,9,6,, ,, ,4, , , , , ,9, , , , ,3,5,1,36, , , , , ,1, , , ,1, , , , , , , , , ,, , ,2, , ,,9, , , ,1, , , , ,1, , , ,11, ,2, ,2, , , ,3, , ,2, , , , , , , , ,2,12, ,, , ,1,3, , ,, , ,,4,20,12, , , ,13,2, , , ,3, ,2, , ,5,5,,1, ,11, ,2, , , ,,1, , ,14,1, , , ,2, , ,3, , , , , , ,3, , , , , , , ,2, ,6, , ,
Total Medals,,,,,,,,,,6, , , , , , ,2,7,5, , , , ,, , , , ,7,1,11, ,, , ,22,3, , ,5,, ,,,2,, ,19, ,50, , ,2, , , ,5, ,1, ,101, ,, , , , ,6,1,6, , ,30,20,, ,, ,8, , , , , ,12, , , , ,4,10,3,90, , , , , ,5, , , ,6, ,1, ,3, , , , , ,, ,5,2, , ,,22, , , ,1, , , , ,4, , , ,32, ,5, ,7,4, , ,8, ,1,4,3, , , , , , , ,6,37, ,, ,1,2,17, , ,, , ,,16,49,30, ,4, ,33,7, , ,2,5, ,3, , ,8,9,,1, ,27, ,5, , , ,,3, , ,63,5, ,1, ,2, , ,12, , ,1, , , ,10, , , , , , , ,3, ,13, , ,
y2000
Population,,,,,,,,,,37057453,77648,3076098,65399,666855,15058638,31183658,297891,8011566,8048600,2012051,11193230,5026792,15744811,,2711421,27420,28079664,1063715,8872109,3050128,63240157,4501419,,77630900,23757636,49175848,12499981,17795219,10585220,24650400,,3321242,,,,,137164,22442971,480751,19153000,57522,9552500,108639,,185058,90858,7184250,1929470,1267980,97898,282162411,,,33991590,6186152,412336,7385416,44000000,16354050,5388720,4060709,4027887,47008111,40263216,,81131,,9860578,62693322,19102000,107897,,45544,156949,8170172,1231548,4874735,21392273,174614,1988925,38258629,10289898,146596557,,25914875,77932247,2922153,138250487,22840218,8021875,5374051,3028751,4490967,19174,5302703,593453,28950553,3810605,18264536,11224523,3089027,1897953,,47669791,3857700,122876723,23740145,2239403,,15925513,381363,32081,3639592,2397438,11046926,1186873,286000,23420751,102808590,23574751,3235380,1856225,56942108,33282,2589389,5337264,31065820,2367550,2891968,5342879,14883626,4797000,6665000,211540428,3499536,436300,6243080,8549202,281205,742218,11688660,4898400,65850062,126843000,,,3805174,1053481072,6289000,10210971,155328,8799165,,101620,1315455,,10805808,82211508,58892514,18824994,4418300,1228863,60912498,66443603,811223,12628596,5176209,68334905,530896,1396985,5811836,943287,5339616,10255063,722562,3535156,16517948,11116787,69679,4426000,,3925450,107430,,15170387,547696,48048664,1262645000,,3109269,8562623,8343321,40403959,41685,3726048,30769700,12197905,438737,15927713,11607944,6767073,,175786441,330554,8339512,1736579,61833,3792878,269838,247312,10251250,6949366,10005000,564187,131280739,
GDP,,,,,,,,,,284203750000,783837851.851852,1911563665.39006,1401694155.6973,9062906914.89362,9129634978.33773,54790060512.8887,6327552000,196421706283.398,5272617196.04517,3772851420.24763,1743506287.41519,5107329007.0922,3877673539.09084,,1293654175.30293,773907642.414748,12257418326.0734,1524496383.18107,259802012617.057,104337372362.151,266567532789.507,2904662604.82053,,33640085727.512,6193246837.09687,31261718319.1794,6689957600,9636342274.82408,3600683039.73254,13760374487.51,,22823255801.8447,,,,, ,37438527799.5302,892164393.939394,414951956289.644, ,21473188881.5933, ,,272014693.050806,1873452513.96648,271659728209.379,37711864406.7797,8154385853.51916,188623258.458914,10284779000000,,,10185786382.8283,860550294.273467,435101217.518415, ,136361791002.623,19325894913.1254,29114875621.8905,635874002.198748,95833932714.6172,561633037419.537,595402616546.895,,614879764.780006,,4679604753.55711,126392308497.749,16330810303.8566,396270000,,420086753.420087,780895370.37037,13148099185.2305,5067865320.7979,1294250233.18894,188441866666.667,269019710.327456,20342197589.3242,171885598582.637,118358489957.619,259708496267.33,,50980861887.1601,81026297144.2795,4316456478.55198,73952374969.7995, ,1734938190.25841,3521348154.79666,11620500000,171315639982.731,150074726.218662,8195993230.74275,17759890109.8901,37020609824.9576,61701810000,5016469068.50898,1798374468.36362,3632043907.78974,3908661517.62299,, ,52623101831.1158,46385996028.9482,5494252207.90502,19507412223.6671,,412807259996.315,3957418082.79925,2647883820.18625,1288420222.94787,1136896162.17581,2655438602.71091,4582562397.94313,624337145.284622,93789736842.1053,683647980782.407, ,17260364842.4544,771261707.830197,1142213771697.07,2483890593.70545,8929375580.31569,38270206950.41,12705357103.0056,7934770567.78679,529064600,1731198022.45494,18291990619.137,8457923955.68299,171668164082.555,165021012261.411,11539211480.3625,21375345494.7485,7105542971.35243,3953846310.66081,8924735422.81469,712667896.727512,19290566570.0483,1369691955.02213,109591707802.216,4731198760271.14,,,99833960199.005,476609148165.173,132396684080.151,47169872903.4599, ,2995360969.16199,,520044370.37037,370173851.946119,,130495109913.396,1949953934033.54,1554801028899.98,4983024408.14828,3057453482.55826,782915402.421095,1368438363736.87,8242392103.68061,1684109743.49338,18327764882.4412,125539893126.958,99838543960.0763,1045998496.43872,5685773518.84272,13134100000,9929632422.24317,164158800460.219,61474265134.5364,551230861.856506,706370815.584416,10717022462.6859,30565200000,335845808.883564,21774273832.1031,,15946443103.2804,233226300,,79328640263.7676,203846427.782931,19088046305.2174,1205260678391.96,,3219910666.03357,23996100575.4896,1385058161.76746,99886577575.5444, ,914500299.097034,739455928893.677,3654031716.26881,539227052.856677,9287367235.25769,2632700362.73684,870486065.883137,,655421153320.579,6001153306.2645,8397912509.09679,5788329609.15755,3480219000,5505984455.95855,3121500000,832072464.652775,237904919845.218,2569186642.86999,12736856485.1068,439158233.199822,53369787318.6245,
Participants,,,,,,,,,,143,3,25,5,4,30,47,25,92,31,10,2,6,11,,2,4,3,6,150,4,57,8,,7,13,230,16,2,8,70,,15,,,109,,2,145,4,617,4,47,50,,3,5,102,29,19,3,586,,,4,4,2,2,127,8,108,3,14,281,321,,9,,26,52,18,4,7,2,5,91,5,3,18,5,74,187,61,435,2,21,20,2,27,31,5,5,6,93,5,5,17,55,29,4,4,4,11,,7,147,83,5,6,4,231,7,4,34,20,5,20,4,40,78,4,6,6,361,2,48,3,56,45,8,3,130,8,31,47,61,7,20,5,18,4,15,48,33,266,,,64,65,39,178,7,6,,3,3,,140,422,310,22,36,2,337,26,7,10,70,89,4,33,8,22,97,119,2,3,14,229,4,88,2,7,5,,50,2,2,271,55,5,13,2,44,3,3,294,4,2,34,4,6,1,198,2,5,7,6,9,18,2,68,4,139,2,5,
Sports,,,,,,,,,,21,2,10,3,2,5,10,3,17,8,5,1,5,4,,1,3,2,4,22,3,10,6,,4,5,23,5,1,3,12,,7,,,14,,1,16,2,34,3,10,17,,2,3,19,6,3,2,31,,,1,2,1,1,17,4,16,2,4,26,27,,5,,6,11,4,2,6,1,2,16,3,2,5,5,13,20,13,30,1,7,9,2,6,10,2,3,5,15,3,3,5,9,10,2,2,3,6,,4,18,8,3,3,3,21,5,4,7,6,3,8,2,9,19,2,4,3,29,2,4,3,6,13,1,2,17,6,9,12,15,4,3,3,5,1,7,9,12,28,,,10,13,9,23,5,4,,2,2,,23,29,23,2,12,1,28,2,5,5,16,20,2,11,7,4,16,20,1,1,5,24,2,12,2,5,3,,14,1,1,28,14,3,5,1,13,2,2,29,2,1,4,3,1,1,24,2,3,2,4,4,6,1,16,3,20,1,3,
Men,,,,,,,,,,98,2,23,3,2,15,37,16,55,25,6,1,4,5,,1,3,2,4,98,4,42,4,,3,9,139,11,1,6,52,,12,,,92,,1,71,2,341,3,40,36,,2,3,64,29,14,2,333,,,3,2,1,1,89,6,81,2,8,175,216,,6,,7,34,9,2,6,1,3,52,3,2,18,4,55,129,48,241,1,8,11,1,26,14,3,2,4,44,2,2,17,46,23,2,2,2,9,,1,77,44,2,6,3,147,4,3,29,12,3,16,2,32,52,2,4,4,246,1,22,3,34,30,6,2,86,4,19,27,40,2,18,3,9,3,14,35,32,156,,,40,44,29,109,5,3,,2,2,,82,241,181,16,27,1,211,15,4,7,40,74,2,31,4,17,53,86,1,2,7,147,2,63,1,5,3,,43,1,1,91,21,3,11,1,25,1,1,150,2,1,25,3,5,1,106,2,3,7,4,7,12,1,36,3,72,1,2,
Women,,,,,,,,,,45,1,2,2,2,15,10,9,37,6,4,1,2,6,,1,1,1,2,52,0,15,4,,4,3,91,5,1,2,18,,3,,,17,,1,74,2,276,1,7,14,,1,2,38,0,5,1,253,,,1,2,1,1,38,2,27,1,6,106,105,,3,,19,18,9,2,1,1,2,39,2,1,0,1,19,58,13,194,1,13,9,1,1,17,2,3,2,49,3,3,0,9,6,2,2,2,2,,6,70,39,3,0,1,84,3,1,5,8,2,4,2,8,26,2,2,2,115,1,26,0,22,15,2,1,44,4,12,20,21,5,2,2,9,1,1,13,1,110,,,24,21,10,69,2,3,,1,1,,58,181,129,6,9,1,126,11,3,3,30,15,2,2,4,5,44,33,1,1,7,82,2,25,1,2,2,,7,1,1,180,34,2,2,1,19,2,2,144,2,1,9,1,1,0,92,0,2,0,2,2,6,1,32,1,67,1,3,
Gold,,,,,,,,,, , , , , , ,1,2,2,2, , , , ,, , , , ,4, ,3, ,, , ,3, , , ,1,, ,,,1,, ,11, ,16, , , ,, , ,1, , , ,37,,, , , , , , ,1, , ,8,3,, ,, ,1, , , , , ,5, , , , ,2,6, ,32, , , , , , , , , ,4, , , , , ,1, , , ,, ,1,1, , , ,12, , , , , , , , ,1, , , ,13, , , ,2,1, , ,3, , ,1,2, , , , , , , ,3,5,,, , , ,8, , ,, , ,,4,13,11, , , ,13,4, , ,2, , ,1, , ,2,2, , , ,11, ,1, , , ,, , , ,28, , , , ,1, , ,3, , ,1, , , , , , , , , , , , , ,3, , ,
Silver,,,,,,,,,,2, , , , , ,1, ,1, , , , , ,, , , , ,5, , , ,,1, ,10, , , ,1,,1,,,1,, ,6, ,25, , , ,, , ,6, ,1, ,24,,, , , , ,2, ,3, , ,10,3,, ,, , ,1, , , , ,6, , ,1, , ,5, ,28, , , , , ,1, , , ,3, , , ,1, , , , , ,, , ,2, , , ,9, , ,1, , , , , ,2, , , ,8, ,6, ,3,1, , ,4, , ,3, , , , , , , , , ,8,,,1, , ,6, , ,, , ,,6,17,10, , , ,14,1, , ,1, , , , , ,3,3, , , ,11, , , , , ,, , , ,16,1, , , , , , ,3, , , , , , ,6, , , , , , , ,2, ,3, , ,
Bronze,,,,,,,,,,2, ,1, , , ,3,1, ,1,1, , , ,, , , , ,3, ,2, ,, , ,10, , , ,2,, ,,,1,, ,9, ,17, , , ,, , ,2,1,1, ,32,,, , , , ,3, ,1, , ,10,5,, ,, ,2, , , , , ,2, , ,1, , ,3,2,29, , , , , ,3, , , ,3, , ,1,4, , , , , ,, ,3, , , , ,4, , ,1, , , , , ,3, , , ,13, ,3, ,2,1, , , , , ,2,3, , , ,1, , ,1,1,5,,, ,1,1,3, , ,, , ,,3,26,7, ,6, ,11,3, , ,1, , ,2, , ,1,3, , , ,7, ,1, ,2, ,,1, , ,14,4, , , , , , ,8, , , , , , ,6, , , , , ,1, ,3, ,11, , ,
Total Medals,,,,,,,,,,4, ,1, , , ,5,3,3,3,1, , , ,, , , , ,12, ,5, ,,1, ,23, , , ,4,,1,,,3,, ,26, ,58, , , ,, , ,9,1,2, ,93,,, , , , ,5, ,5, , ,28,11,, ,, ,3,1, , , , ,13, , ,2, ,2,14,2,89, , , , , ,4, , , ,10, , ,1,5, ,1, , , ,, ,4,3, , , ,25, , ,2, , , , , ,6, , , ,34, ,9, ,7,3, , ,7, , ,6,5, , , ,1, , ,1,4,18,,,1,1,1,17, , ,, , ,,13,56,28, ,6, ,38,8, , ,4, , ,3, , ,6,8, , , ,29, ,2, ,2, ,,1, , ,58,5, , , ,1, , ,14, , ,1, , , ,12, , , , , ,1, ,5, ,17, , ,
y1996
Population,,,,,,,,,,35419683,70245,3173425,64291,579855,13424813,29411839,283792,7959017,7763000,1958303,10006767,4700777,13882646,,2403779,26201,25466387,984506,8840998,2467726,59451488,4267690,,73156700,21041468,51057189,11877664,15834747,9502346,23225000,,3248039,,,,,127946,22619004,453653,18311000,53926,9089300,108093,17481800,171802,83195,7071850,1637906,1258365,96174,269394000,,,30733937,5862224,369438,6480888,40000247,14736209,5373361,3833053,3670704,45524681,39478186,,76417,,8939438,59878955,18336000,108078,,43391,148962,8362826,1114879,4392941,19331311,171276,1988628,38624370,10063945,148160042,,24441076,71437381,2587997,125697651,22016510,6097688,4840311,2794845,4381336,,4870695,511864,27556892,3724655,16410777,9701730,3168033,1705349,,45290888,3732000,111164651,21902534,2219768,,15530498,372687,30971,3667748,2316571,9901045,1133996,262000,21260881,96181710,20855408,3070974,1779201,56860281,31327,2509923,4970391,28116027,2457222,2197801,4966303,15577894,4325000,6435500,199926615,3601613,414225,5724587,7965548,268916,730193,10612300,4628400,61306632,125757000,,,3637510,979290432,5692000,10311238,148060,8124799,,100796,1207006,,10608800,81914831,58166950,17169214,4616100,1095839,59753098,59076414,784479,11683480,5124573,63595629,463844,1415594,5643363,873246,5263074,10315241,673202,,14852193,10955372,71146,4494000,,3596733,,,14396020,492979,43424997,1217550000,,2795903,8029114,7242018,38049040,33535,3417163,29671900,11022162,399508,14317191,10372809,6333415,,165303155,302449,7717445,1611827,60129,3810649,265940,213674,10156637,6176318,10160000,512377,120987124,
